Time,AccelX,AccelY,AccelZ,GyroX,GyroY,GyroZ,Pressure,Temp,DeltaP,AirspeedTemp,Speed,Power,Airspeed
38.686,5.34,-0.53,8.12,-0.04,-0.51,0.12,1013.8,23.1,-27.9,20.6,0.00,0,0.00
38.760,-4.00,-1.44,9.31,-0.37,0.71,0.30,1013.6,22.8,-22.6,20.6,0.00,0,0.00
38.857,-1.47,0.11,14.60,0.27,0.39,0.28,1013.5,23.1,-22.6,20.6,0.00,0,0.00
38.954,6.64,-0.78,6.97,0.34,-0.91,0.15,1013.7,22.8,-43.7,20.6,0.00,0,0.00
39.075,1.52,-0.71,6.59,-0.04,-0.60,0.29,1013.9,22.8,-43.7,20.6,0.00,0,0.00
39.197,2.84,-3.57,8.78,0.14,-0.49,0.08,1014.1,22.9,-32.1,20.6,0.00,0,0.00
39.271,4.12,1.50,12.80,0.20,-0.25,0.17,1013.5,23.1,-32.1,20.6,0.00,0,0.00
39.368,4.11,-1.09,9.77,-0.01,-0.17,0.22,1013.7,22.9,-38.4,20.6,0.00,0,0.00
39.466,2.87,0.27,10.24,0.18,0.10,0.11,1014.0,22.9,-46.8,20.6,0.00,0,0.00
39.563,2.94,0.99,10.20,-0.06,-0.01,0.15,1013.7,22.9,-43.7,20.6,0.00,0,0.00
39.661,0.80,-3.34,10.72,-0.02,0.17,-0.22,1013.6,22.8,-44.7,20.6,0.00,0,0.00
39.775,0.70,0.85,10.96,-0.02,0.24,-0.09,1014.2,23.0,-34.2,20.6,0.00,0,0.00
39.872,4.02,0.28,7.42,0.03,0.02,0.00,1013.6,23.0,-44.7,20.6,0.00,0,0.00
39.969,2.13,-0.04,9.92,0.29,-0.36,0.01,1013.7,23.1,-28.9,20.6,0.00,0,0.00
40.066,4.67,0.05,6.67,0.04,-0.15,0.00,1013.3,23.0,-34.2,20.6,0.00,0,0.00
40.163,-5.05,-0.99,5.53,-0.01,0.47,0.09,1013.0,23.1,-27.9,20.6,0.00,0,0.00
40.262,-0.10,0.22,11.71,-0.08,-0.20,0.05,1014.0,23.1,-35.2,20.6,0.00,0,0.00
40.359,-2.27,-0.95,10.66,0.13,0.13,-0.11,1013.5,22.9,-46.8,20.6,0.00,0,0.00
40.457,3.00,-3.23,10.77,-0.10,0.02,-0.04,1013.9,22.9,-44.7,20.6,0.00,0,0.00
40.554,7.18,-1.07,8.36,-0.33,-0.38,-0.03,1013.7,23.0,-40.5,20.6,0.00,0,0.00
40.676,5.15,-1.48,5.88,0.07,-0.06,-0.22,1013.7,22.9,-44.7,20.6,0.00,0,0.00
40.766,3.54,-1.60,6.69,-0.11,-0.35,-0.17,1013.5,22.9,-43.7,20.6,0.00,0,0.00
40.863,-0.17,0.35,0.71,0.42,-0.04,-0.26,1013.7,22.9,-44.7,20.6,0.00,0,0.00
40.960,0.96,-1.50,17.35,-0.28,-0.22,-0.16,1013.8,22.9,-43.7,20.6,0.00,0,0.00
41.057,-9.21,2.41,9.55,0.12,-0.86,0.05,1013.4,22.9,-43.7,20.6,0.00,0,0.00
41.154,-1.87,-1.40,6.85,-0.30,0.42,-0.22,1014.1,22.9,-43.7,20.6,0.00,0,0.00
41.354,2.13,-3.23,3.72,0.33,-0.79,-0.32,1013.8,23.1,-31.0,20.6,0.00,0,0.00
41.477,1.75,-0.30,8.90,-0.27,0.27,-0.30,1013.2,22.8,-43.7,20.6,0.00,0,0.00
41.574,1.56,-1.32,12.58,0.05,-0.11,-0.37,1014.1,22.8,-41.6,20.6,0.00,0,0.00
41.672,3.04,1.84,12.20,0.20,0.04,-0.18,1013.6,22.9,-41.6,20.6,0.00,0,0.00
41.762,3.86,0.77,15.39,-0.34,0.05,-0.01,1013.5,22.9,-41.6,20.6,0.00,0,0.00
41.859,-2.22,-0.69,0.33,0.07,0.13,0.01,1013.8,22.8,-44.7,20.6,0.00,0,0.00
41.956,4.64,-1.90,12.35,0.14,-0.94,-0.05,1013.9,22.9,-43.7,20.6,0.00,0,0.00
42.077,-1.67,0.97,10.43,0.25,0.32,-0.06,1013.5,22.9,-43.7,20.6,0.00,0,0.00
42.174,-0.80,-0.45,9.50,0.02,0.32,-0.08,1013.7,22.9,-40.5,20.6,0.00,0,0.00
42.264,3.02,-0.76,11.35,0.23,0.18,-0.00,1013.7,22.9,-43.7,20.6,0.00,0,0.00
42.361,10.86,-4.36,12.14,-0.36,-0.46,0.01,1014.1,22.9,-44.7,20.6,0.00,0,0.00
42.470,3.91,-0.53,16.93,0.16,0.04,-0.05,1013.6,22.8,-41.6,20.6,0.00,0,0.00
42.567,0.19,-0.85,11.99,0.01,0.30,0.13,1013.8,22.8,-41.6,20.6,0.00,0,0.00
42.665,5.84,-0.71,9.27,-0.13,-0.47,0.28,1013.6,23.1,-41.6,20.6,0.00,0,0.00
42.754,-0.96,-0.87,7.55,-0.26,0.38,0.39,1013.8,22.7,-40.5,20.6,0.00,0,0.00
42.876,-0.58,0.94,13.71,0.27,0.44,0.19,1013.7,22.8,-43.7,20.6,0.00,0,0.00
42.973,-6.90,-0.29,11.54,0.25,-0.64,0.27,1013.8,22.9,-41.6,20.6,0.00,0,0.00
43.070,1.24,-2.12,8.04,-0.30,0.03,0.09,1013.4,22.9,-46.8,20.6,0.00,0,0.00
43.167,-0.73,1.76,4.66,0.36,-0.03,0.14,1013.4,23.0,-81.5,20.6,0.00,0,0.00
43.256,1.20,-1.31,9.05,0.04,-0.46,0.14,1013.8,22.8,-24.7,20.6,0.00,0,0.00
43.354,0.15,-0.80,2.15,0.14,-0.79,-0.05,1013.6,22.9,-6.8,20.6,0.00,0,0.00
43.460,1.77,-1.07,16.56,-0.20,1.00,0.14,1013.3,22.9,-28.9,20.6,0.00,0,0.00
43.557,2.25,-1.93,10.05,0.11,-0.34,0.19,1013.3,22.8,11.0,20.7,0.00,0,15.32
43.655,4.49,-0.72,4.55,0.12,-0.26,0.07,1013.6,22.9,-13.2,20.6,0.00,0,0.00
43.768,-3.91,-2.11,17.10,-0.18,0.41,-0.23,1013.4,23.0,-15.3,20.6,0.00,0,0.00
43.866,3.01,-0.21,17.42,0.12,-1.17,-0.06,1013.8,23.1,1.6,20.7,0.00,0,5.79
43.963,4.55,-0.95,8.01,0.06,-0.87,0.01,1013.8,22.8,-22.6,20.6,0.00,0,0.00
44.060,0.15,2.19,10.46,0.09,0.26,0.09,1014.2,22.9,-38.4,20.6,0.00,0,0.00
44.157,7.19,-1.89,10.70,-0.03,-0.30,-0.01,1014.0,23.0,-38.4,20.6,0.00,0,0.00
44.270,3.58,-1.30,12.45,0.27,-0.14,0.05,1013.5,22.9,-38.4,20.6,0.00,0,0.00
44.368,-11.67,1.70,4.71,0.21,1.40,-0.05,1013.5,23.0,-44.7,20.6,0.00,0,0.00
44.555,-12.91,-0.19,11.94,0.24,2.28,-0.20,1013.4,22.8,-12.1,20.6,0.15,0,0.00
44.678,9.01,-2.86,0.23,0.47,0.26,-0.04,1013.2,22.8,-6.8,20.6,0.15,0,0.00
44.791,2.83,0.72,11.30,0.23,-0.22,-0.02,1013.6,22.9,-2.6,20.6,0.15,0,0.00
44.865,-5.60,-2.54,12.65,-0.01,0.37,-0.32,1013.7,22.8,-18.4,20.6,0.15,0,0.00
44.962,1.24,-3.13,4.79,-0.07,0.36,-0.09,1013.6,22.8,11.0,20.7,0.15,0,15.32
45.059,1.97,0.39,5.67,0.52,-0.83,-0.13,1013.6,22.9,17.4,20.7,0.15,0,19.21
45.156,2.88,0.85,14.69,-0.64,-0.41,0.00,1013.4,22.9,-65.8,20.6,0.15,0,0.00
45.293,3.73,-2.16,3.25,-0.23,-0.33,-0.15,1013.7,22.9,-51.0,20.6,0.15,0,0.00
45.367,2.80,0.80,10.25,0.47,1.78,-0.16,1013.4,22.8,-44.7,20.6,0.15,0,0.00
45.465,15.75,-0.80,9.47,0.23,-1.89,0.00,1013.6,22.9,-44.7,20.6,8.25,0,0.00
45.562,-3.86,0.37,19.93,-0.55,0.82,-0.06,1013.7,22.9,-8.9,20.6,8.25,0,0.00
45.670,6.60,0.56,9.65,0.28,-0.88,0.18,1013.7,22.8,-37.4,20.6,8.25,73,0.00
45.767,3.01,-2.57,19.50,0.03,-1.12,-0.10,1013.4,22.9,-47.9,20.6,8.25,73,0.00
45.857,-8.49,3.19,10.19,0.38,1.06,-0.13,1013.7,22.8,0.5,20.7,8.25,73,3.34
45.978,-4.06,-3.12,11.05,0.20,0.64,-0.55,1013.3,22.9,-18.4,20.6,8.25,73,0.00
46.075,-0.69,2.28,4.40,0.32,-0.36,-0.24,1013.7,22.8,-3.7,20.6,8.25,73,0.00
46.172,0.68,-1.26,13.14,0.32,-0.40,-0.33,1013.8,22.9,-50.0,20.6,8.25,73,0.00
46.269,2.53,2.76,23.93,-0.11,-0.27,0.01,1013.7,22.8,-44.7,20.6,8.25,73,0.00
46.359,5.86,1.76,1.33,-0.75,0.13,0.30,1014.0,22.9,-44.7,20.6,8.25,73,0.00
46.457,3.26,0.23,17.59,-0.19,0.09,0.16,1013.6,22.9,4.7,20.7,8.50,73,10.03
46.578,7.18,-2.25,10.90,-0.23,0.03,-0.28,1013.3,22.8,-46.8,20.6,8.50,73,0.00
46.660,8.28,-1.40,16.16,-0.06,-1.50,0.25,1013.4,23.0,-44.7,20.6,8.50,73,0.00
46.757,0.31,-2.41,7.60,0.58,-0.22,-0.04,1014.0,22.8,-43.7,20.6,8.50,73,0.00
46.871,-0.84,2.47,7.00,-0.35,-0.77,0.31,1013.1,22.8,-44.7,20.6,8.50,73,0.00
46.968,-3.01,0.16,7.58,0.07,-0.09,0.20,1014.1,22.9,-46.8,20.6,8.50,73,0.00
47.065,-0.96,-5.23,3.95,-0.65,0.31,-0.08,1013.9,22.9,-44.7,20.6,8.50,73,0.00
47.162,-2.05,-3.14,6.51,-0.41,0.45,-0.16,1013.6,22.8,-46.8,20.6,8.50,73,0.00
47.259,0.69,-0.76,16.03,-0.44,-0.21,0.26,1013.6,22.8,-47.9,20.6,8.50,73,0.00
47.373,3.68,0.48,14.40,0.33,-1.10,0.10,1013.9,22.8,-46.8,19.9,8.50,73,0.00
47.471,-3.47,1.44,9.70,0.00,0.48,0.20,1013.2,22.7,-38.4,19.9,8.99,73,0.00
47.568,2.02,-1.48,6.36,-0.21,0.25,-0.12,1013.4,22.9,-24.7,19.9,8.99,73,0.00
47.762,1.82,-0.10,24.11,0.14,0.89,0.04,1013.4,22.8,-43.7,19.9,8.99,104,0.00
47.878,-6.14,2.42,10.01,0.07,0.68,0.18,1013.7,22.8,-46.8,19.9,8.99,104,0.00
47.975,-0.50,2.16,3.66,0.22,-0.25,0.30,1013.3,22.8,-43.7,19.9,8.99,104,0.00
48.072,3.49,1.01,6.49,0.37,-0.06,0.25,1013.5,22.8,-44.7,19.9,8.99,104,0.00
48.169,4.82,0.47,14.59,0.47,-0.07,0.12,1014.0,22.8,-44.7,19.9,8.99,104,0.00
48.266,9.94,-2.52,13.62,0.47,-2.10,0.06,1013.9,22.8,-43.7,19.9,8.99,104,0.00
48.381,6.43,-2.40,9.52,0.48,-1.91,0.05,1013.6,22.7,-40.5,19.9,8.99,104,0.00
48.479,4.87,0.79,13.05,-0.06,0.42,0.07,1013.2,22.6,-47.9,19.9,9.68,104,0.00
48.576,10.10,-2.90,-3.37,1.19,-1.12,0.11,1013.8,22.8,-46.8,19.9,9.68,104,0.00
48.674,-1.02,-0.47,15.67,0.29,1.86,-0.44,1013.6,22.7,-47.9,19.9,9.68,104,0.00
48.771,-0.85,-0.35,12.02,-0.08,0.59,0.06,1013.7,22.8,-35.2,19.9,9.68,104,0.00
48.872,9.52,-1.52,9.88,0.08,-1.33,0.22,1013.1,22.7,-46.8,19.9,9.68,104,0.00
48.969,4.64,-2.64,9.73,-0.04,-0.17,0.07,1013.6,22.9,-67.9,19.9,9.68,104,0.00
49.066,8.56,0.38,11.24,-0.29,-0.30,0.12,1013.3,22.6,-41.6,19.9,9.68,104,0.00
49.163,9.68,-4.22,10.00,-0.57,-1.75,0.10,1013.6,22.6,-46.8,19.9,9.68,104,0.00
49.284,8.21,0.02,12.52,0.05,0.38,-0.03,1014.2,22.7,-37.4,19.9,9.68,104,0.00
49.375,-0.10,1.37,18.85,0.41,0.27,0.20,1013.6,23.0,-35.2,19.9,9.68,104,0.00
49.473,1.43,-0.23,13.37,-0.30,0.69,-0.07,1013.6,22.8,-37.4,19.9,10.06,104,0.00
49.570,5.56,-1.91,4.30,0.03,-0.49,-0.06,1013.4,22.5,-44.7,19.9,10.06,104,0.00
49.668,-3.74,-2.95,6.71,0.09,-0.90,-0.19,1013.7,22.6,-32.1,19.9,10.06,116,0.00
49.765,-6.65,0.53,23.00,0.74,0.07,-0.25,1013.3,22.8,-41.6,19.9,10.06,116,0.00
49.863,1.33,-2.25,0.35,-0.51,0.39,-0.09,1013.8,22.4,-46.8,19.9,10.06,116,0.00
49.985,-7.28,2.38,8.71,0.24,0.66,-0.10,1013.7,22.6,-38.4,19.9,10.06,116,0.00
50.082,9.96,-3.91,2.95,0.43,-1.16,0.19,1013.7,22.6,-38.4,19.9,10.06,116,0.00
50.179,1.32,-0.40,5.10,0.35,0.29,0.06,1013.4,22.8,-47.9,19.9,10.06,116,0.00
50.276,-6.73,-2.03,1.71,0.20,1.21,-0.41,1013.7,22.7,-44.7,19.9,10.06,116,0.00
50.366,1.55,0.99,12.67,0.25,-0.31,-0.32,1013.3,22.6,-47.9,19.9,10.06,116,0.00
50.465,6.71,-0.53,1.50,0.06,-0.56,-0.15,1013.2,22.8,-47.9,19.9,11.05,116,0.00
50.562,10.24,-3.67,-1.90,-0.42,0.11,0.09,1013.2,22.6,-46.8,19.9,11.05,116,0.00
50.684,4.21,-6.10,8.45,-0.27,1.29,-0.23,1013.8,22.6,-44.7,19.9,11.05,116,0.00
50.781,-8.61,0.82,7.68,0.07,1.20,-0.19,1013.6,22.8,-50.0,19.9,11.05,116,0.00
50.871,7.65,0.79,6.94,0.01,-0.90,-0.12,1013.5,22.4,-47.9,19.9,11.05,116,0.00
50.989,5.68,0.10,5.30,-0.29,-1.07,0.10,1013.7,22.7,-53.1,19.9,11.05,116,0.00
51.063,-10.67,3.37,1.64,0.08,1.27,-0.06,1013.6,22.7,-50.0,19.9,11.05,116,0.00
51.184,2.53,-2.56,8.32,0.24,1.82,-0.52,1013.6,22.6,-47.9,19.9,11.05,116,0.00
51.281,0.34,0.60,3.21,0.05,0.59,-0.08,1013.8,22.6,-44.7,19.9,11.05,116,0.00
51.371,1.43,2.31,12.60,-0.39,1.34,-0.28,1013.2,22.7,-44.7,19.9,11.05,116,0.00
51.471,2.30,-0.79,-3.06,-0.78,0.78,-0.46,1013.5,22.6,-46.8,19.9,11.51,116,0.00
51.568,5.19,-0.69,10.09,0.57,-1.67,0.22,1013.5,22.4,-50.0,19.9,11.51,116,0.00
51.666,3.07,-0.72,14.23,-0.19,-0.09,0.32,1013.8,22.4,-51.0,19.9,11.51,108,0.00
51.763,3.74,-1.17,1.70,0.56,0.51,-0.05,1013.3,22.5,-44.7,19.9,11.51,108,0.00
51.877,0.05,-1.46,4.25,-0.39,0.08,-0.14,1013.7,22.7,-47.9,19.9,11.51,108,0.00
51.975,1.53,1.90,7.25,0.03,0.67,-0.10,1013.6,22.5,-50.0,19.9,11.51,108,0.00
52.082,1.07,-1.87,6.80,0.21,-0.76,-0.06,1013.6,22.6,-47.9,19.9,11.51,108,0.00
52.179,3.55,-0.36,7.04,-0.19,0.44,-0.20,1013.3,22.6,-44.7,19.9,11.51,108,0.00
52.276,3.50,-1.99,2.78,-0.34,0.69,-0.17,1013.6,22.6,-53.1,19.9,11.51,108,0.00
52.390,5.64,-1.47,9.58,0.30,-0.40,0.19,1013.5,22.4,-53.1,19.9,11.51,108,0.00
52.465,1.31,-0.58,5.67,0.50,-0.26,0.26,1013.6,22.4,-50.0,19.9,11.87,108,0.00
52.562,-2.48,-1.71,3.27,0.05,-1.53,0.23,1013.3,22.4,-44.7,19.9,11.87,108,0.00
52.684,-6.48,-0.22,8.29,0.66,-0.48,-0.16,1013.4,22.6,-44.7,19.9,11.87,114,0.00
52.781,-4.35,-1.33,17.55,-0.67,1.66,-0.23,1013.4,22.6,-47.9,19.9,11.87,114,0.00
52.895,2.49,1.05,11.55,-0.51,0.06,0.04,1013.5,22.6,-46.8,19.9,11.87,114,0.00
52.969,7.88,-0.81,12.56,0.21,0.75,-0.31,1014.0,22.4,-47.9,19.9,11.87,114,0.00
53.075,-2.74,-1.77,16.42,-0.83,0.55,-0.14,1013.7,22.4,-47.9,19.9,11.87,114,0.00
53.173,-1.19,3.42,7.83,0.72,-0.62,-0.11,1013.3,22.5,-47.9,19.9,11.87,114,0.00
53.270,6.09,0.14,12.09,-0.67,2.18,-0.52,1013.6,22.4,-47.9,19.9,11.87,114,0.00
53.367,0.72,-3.91,1.43,-0.81,-0.81,0.17,1013.1,22.4,-46.8,19.9,11.87,114,0.00
53.482,-4.27,0.74,-7.09,0.87,2.14,-0.36,1013.5,22.4,-50.0,19.9,12.47,114,0.00
53.579,6.17,-0.68,3.44,-0.01,0.17,-0.19,1013.3,22.5,-47.9,19.9,12.47,114,0.00
53.677,-0.29,-0.34,8.06,-0.25,0.68,0.23,1013.7,22.2,-44.7,19.9,12.47,114,0.00
53.774,10.57,-2.67,5.29,0.02,-0.74,0.02,1013.5,22.4,-46.8,19.9,12.47,114,0.00
53.871,4.48,-3.43,11.36,-0.40,-1.32,0.21,1013.5,22.3,-51.0,19.9,12.47,114,0.00
53.985,10.30,-4.72,-3.27,0.56,-1.01,-0.08,1013.7,22.4,-50.0,19.9,12.47,114,0.00
54.082,-1.63,-0.07,15.00,0.25,0.81,-0.16,1013.5,22.5,-47.9,19.9,12.47,114,0.00
54.204,-0.97,1.52,16.93,0.15,1.48,-0.59,1013.5,22.2,-50.0,19.9,12.47,81,0.00
54.278,-2.30,-10.03,-1.56,-0.84,0.20,-0.37,1013.4,22.5,-50.0,19.9,12.47,81,0.00
54.375,-7.19,-0.98,2.83,0.57,0.82,-0.16,1013.8,22.3,-46.8,19.9,12.47,81,0.00
54.466,4.22,1.60,7.16,-0.41,1.20,-0.08,1013.0,22.4,-47.9,19.9,12.66,81,0.00
54.563,0.07,-0.11,5.20,0.23,-0.58,0.18,1013.8,22.3,-51.0,19.9,12.66,81,0.00
54.684,4.99,6.22,5.05,-0.13,1.22,-0.06,1013.6,22.3,-43.7,19.9,12.66,81,0.00
54.781,-0.74,-2.82,12.93,-0.09,-0.44,-0.10,1013.8,22.3,-47.9,19.9,12.66,81,0.00
54.878,6.63,-3.29,15.55,-0.14,1.07,0.02,1013.2,22.4,-41.6,19.9,12.66,81,0.00
54.968,3.04,-1.26,12.14,-0.08,-0.30,0.04,1013.4,22.4,-50.0,19.9,12.66,81,0.00
55.065,-3.06,-0.30,12.90,0.79,-2.11,0.06,1013.1,22.4,-43.7,19.9,12.66,81,0.00
55.162,-0.89,-0.21,15.94,0.01,-0.45,-0.08,1013.2,22.2,-50.0,19.9,12.66,81,0.00
55.269,-0.65,-2.04,5.33,-0.12,0.52,-0.14,1013.7,22.3,-51.0,19.9,12.66,81,0.00
55.366,-10.68,0.25,2.77,-0.13,1.21,-0.11,1013.4,22.4,-47.9,19.9,12.66,81,0.00
55.480,9.67,-1.13,3.36,-0.13,-0.77,0.13,1013.5,22.2,-51.0,19.9,12.66,81,0.00
55.577,0.18,1.21,9.58,0.20,0.99,-0.01,1013.3,22.4,-50.0,19.9,12.66,81,0.00
55.674,-3.61,0.43,16.02,-0.33,0.11,0.07,1013.4,22.2,-47.9,19.9,12.66,81,0.00
55.771,-6.16,3.21,5.47,-0.12,1.93,-0.06,1013.2,22.4,-50.0,19.9,12.66,81,0.00
55.868,-6.30,2.43,13.42,0.06,1.13,0.15,1013.5,22.2,-47.9,19.9,12.66,81,0.00
55.982,-7.80,-3.04,-21.47,-0.55,3.57,-0.34,1013.1,22.4,-41.6,19.9,12.66,81,0.00
56.079,-3.58,1.68,18.62,-0.08,0.39,0.06,1013.5,22.2,17.4,20.0,12.66,81,19.21
56.176,1.02,-5.10,-0.06,-0.48,1.53,-0.10,1014.0,22.3,-27.9,19.9,12.66,81,0.00
56.283,-7.46,4.41,21.08,0.03,0.84,0.53,1013.5,22.2,-56.3,19.9,12.66,81,0.00
56.381,-2.13,-1.02,10.91,0.60,-1.02,0.17,1013.6,22.3,-57.3,19.9,12.66,81,0.00
56.471,-8.60,0.45,-0.05,0.45,1.19,0.07,1013.8,22.4,-53.1,19.9,12.66,81,0.00
56.568,5.34,1.81,7.89,0.44,-0.49,-0.05,1013.4,22.3,-46.8,19.9,12.66,81,0.00
56.665,4.24,-1.52,15.52,-0.09,0.22,0.16,1014.1,22.3,-80.5,19.9,12.66,81,0.00
56.762,-0.87,5.86,14.10,0.44,-0.23,0.07,1013.9,22.2,-54.2,19.9,12.66,81,0.00
56.883,-5.41,-3.58,3.57,-0.12,0.46,-0.09,1013.4,22.1,-54.2,19.9,12.66,81,0.00
56.973,5.71,-2.20,6.75,-0.49,-0.39,-0.06,1013.1,22.4,-54.2,19.9,12.66,81,0.00
57.070,2.10,1.79,9.93,0.77,-0.12,0.12,1013.3,22.3,-51.0,19.9,12.66,81,0.00
57.167,4.67,-2.72,8.81,-0.66,-0.89,0.01,1013.4,22.3,-43.7,19.9,12.66,81,0.00
57.265,7.46,-2.48,10.30,0.13,-0.57,0.09,1013.8,22.4,-54.2,19.9,12.66,87,0.00
57.397,14.39,-2.56,6.27,0.35,0.75,-0.21,1013.5,22.2,-50.0,19.9,12.66,87,0.00
57.463,-1.62,-2.70,9.44,0.05,-0.40,-0.13,1013.2,22.2,-56.3,19.9,12.66,87,0.00
57.585,-10.08,0.56,-1.59,0.24,1.15,-0.35,1013.9,22.0,-54.2,19.9,12.66,87,0.00
57.682,15.16,-0.71,-5.14,0.10,1.39,-0.53,1013.3,22.3,-40.5,19.9,12.66,87,0.00
57.779,-3.57,-4.21,11.06,-0.48,1.69,-0.45,1013.7,22.2,-47.9,19.9,12.66,87,0.00
57.876,5.82,-3.69,-2.40,0.34,-1.91,0.28,1013.2,22.2,-54.2,19.9,12.66,87,0.00
