Time,AccelX,AccelY,AccelZ,GyroX,GyroY,GyroZ,Pressure,Temp,DeltaP,AirspeedTemp,Speed,Power,Airspeed
209.655,-3.25,-0.02,1.76,-0.58,-0.40,0.23,1013.5,16.4,-46.8,14.4,10.29,46,0.00
209.763,1.50,2.49,10.40,1.65,1.19,-0.04,1013.4,16.4,-44.7,14.4,10.29,46,0.00
209.837,1.35,9.94,9.50,-2.06,-2.62,-0.28,1013.6,16.5,-41.6,14.4,10.29,46,0.00
209.958,-3.04,0.45,8.28,-0.13,0.30,-0.04,1013.3,16.4,-43.7,14.4,10.29,46,0.00
210.049,-4.67,-2.49,18.56,0.19,1.63,0.55,1013.1,16.4,-43.7,14.4,10.29,46,0.00
210.146,3.23,-1.04,21.59,-0.19,0.21,0.07,1013.6,16.6,-40.5,14.4,10.29,46,0.00
210.243,3.38,-0.00,9.22,0.43,1.40,-0.18,1013.5,16.3,-44.7,14.4,10.29,46,0.00
210.340,3.51,-1.25,13.83,-0.71,-1.63,0.21,1013.6,16.6,-43.7,14.4,10.29,46,0.00
210.437,8.09,-1.70,9.23,-0.43,-0.28,0.12,1013.6,16.5,-43.7,14.4,10.33,46,0.00
210.553,-1.69,-1.17,11.99,-0.03,-0.29,0.37,1013.9,16.4,-44.7,14.4,10.33,46,0.00
210.651,-2.71,4.10,14.44,-0.61,-0.66,-0.14,1013.1,16.5,-43.7,14.4,10.33,0,0.00
210.748,4.41,-2.19,9.17,-0.21,1.01,-0.10,1013.1,16.3,-44.7,14.4,10.33,0,0.00
210.911,4.52,3.77,-0.99,-0.23,-0.04,0.03,1013.2,16.4,-43.7,14.4,10.33,0,0.00
210.936,-0.48,0.96,17.99,0.03,0.46,0.12,1013.2,16.4,-43.7,14.4,10.33,0,0.00
211.050,-3.85,0.09,19.74,-0.36,-0.46,0.03,1013.2,16.5,-43.7,14.4,10.33,0,0.00
211.148,7.58,0.29,6.13,-0.62,-0.53,-0.09,1013.8,16.5,-44.7,14.4,10.33,0,0.00
211.246,2.88,-1.35,14.86,-0.31,0.61,0.26,1013.2,16.4,-41.6,14.4,10.33,0,0.00
211.343,6.88,0.81,8.72,1.34,2.17,-0.08,1013.1,16.5,-46.8,14.4,10.33,0,0.00
211.440,1.82,0.87,6.43,1.41,-0.72,-0.10,1014.0,16.4,-43.7,14.4,10.36,0,0.00
211.554,1.69,-1.06,12.05,-0.23,-0.43,-0.08,1013.7,16.4,-40.5,14.4,10.36,0,0.00
211.652,-0.60,1.14,14.14,-0.14,0.24,0.24,1014.1,16.3,-40.5,14.4,10.36,0,0.00
211.749,4.52,0.87,10.32,0.71,1.48,-0.11,1013.4,16.3,-43.7,14.4,10.36,0,0.00
211.846,-8.06,-4.59,13.25,0.26,-0.09,0.14,1013.7,16.3,-40.5,14.4,10.36,0,0.00
211.977,1.18,-0.91,4.87,0.48,-0.00,0.23,1013.6,16.4,-41.6,14.4,10.36,0,0.00
212.067,-1.07,-2.92,0.47,-0.49,-0.37,-0.14,1013.3,16.4,-43.7,14.4,10.36,0,0.00
212.141,3.77,3.65,21.65,1.25,0.15,-0.10,1013.8,16.5,-41.6,14.4,10.36,0,0.00
212.238,1.60,-1.12,17.63,-0.99,-0.01,0.18,1013.3,16.3,-44.7,14.4,10.36,0,0.00
212.336,7.21,2.55,7.46,-0.48,-1.54,-0.18,1013.5,16.4,-46.8,14.4,10.36,0,0.00
212.458,3.92,0.23,2.57,-0.45,-0.64,-0.00,1013.4,16.5,-43.7,14.4,10.36,0,0.00
212.571,-1.37,0.49,12.06,-0.56,1.26,0.06,1013.8,16.2,-41.6,14.4,10.36,0,0.00
212.645,1.84,0.77,11.33,0.32,-1.10,-0.05,1013.5,16.3,-41.6,14.4,10.36,0,0.00
212.742,2.43,-0.75,7.73,-0.05,-0.45,0.22,1013.7,16.4,-44.7,14.4,10.36,0,0.00
212.839,6.28,-2.98,18.95,-0.76,-1.21,-0.11,1013.3,16.5,-40.5,14.4,10.36,0,0.00
212.936,4.68,2.66,-4.70,1.41,0.74,-0.29,1013.2,16.4,-43.7,14.4,10.36,0,0.00
213.123,-4.85,2.10,0.11,0.74,0.03,0.07,1013.6,16.4,-40.5,14.4,10.36,0,0.00
213.165,1.67,2.73,15.11,0.40,-0.66,-0.02,1013.2,16.3,-41.6,14.4,10.36,0,0.00
213.239,-0.53,1.41,8.98,0.09,0.13,0.12,1013.0,16.5,-43.7,14.4,10.36,0,0.00
213.337,5.88,-2.00,11.40,0.46,0.69,-0.05,1013.8,16.3,-38.4,14.4,10.36,0,0.00
